"RiskPerformance","ExternalRiskEstimate","MSinceOldestTradeOpen","MSinceMostRecentTradeOpen","AverageMInFile","NumSatisfactoryTrades","NumTrades60Ever2DerogPubRec","NumTrades90Ever2DerogPubRec","PercentTradesNeverDelq","MSinceMostRecentDelq","MaxDelq2PublicRecLast12M","MaxDelqEver","NumTotalTrades","NumTradesOpeninLast12M","PercentInstallTrades","MSinceMostRecentInqexcl7days","NumInqLast6M","NumInqLast6Mexcl7days","NetFractionRevolvingBurden","NetFractionInstallBurden","NumRevolvingTradesWBalance","NumInstallTradesWBalance","NumBank2NatlTradesWHighUtilization","PercentTradesWBalance"
"Good",88,166,17,84,12,0,0,100,-7,7,8,12,0,17,13,0,0,0,-8,0,1,0,25
"Good",89,431,12,119,23,0,0,100,-7,7,8,23,0,43,12,0,0,6,32,4,3,0,54
"Good",78,221,4,108,13,0,0,100,-7,7,8,15,1,40,3,4,4,90,-8,2,2,2,80
"Good",83,107,3,60,24,0,0,100,-7,7,8,24,3,42,3,1,1,28,95,1,3,0,80
"Good",66,43,4,24,21,0,0,100,-7,7,8,21,5,33,0,5,5,37,83,4,2,1,58
"Good",88,422,13,127,23,0,0,100,-7,7,8,24,0,17,0,2,2,2,-8,2,1,0,38
"Bad",78,228,19,90,31,0,0,97,25,6,6,34,0,12,-8,0,0,24,-8,8,1,0,82
"Good",68,172,3,74,23,1,0,92,5,3,5,28,4,28,2,2,2,6,98,1,2,0,25
"Good",77,215,3,80,17,0,0,89,22,6,6,18,2,11,0,4,4,2,-8,3,1,0,33
"Good",86,168,1,68,32,0,0,100,-7,7,8,47,5,30,4,2,2,5,-8,3,2,0,36
"Good",88,170,3,87,14,0,0,100,-7,7,8,15,1,29,2,1,1,1,97,1,2,0,67
"Good",87,441,2,103,22,0,0,100,-7,7,8,23,3,48,3,2,2,3,83,1,3,0,33
"Bad",78,95,2,46,30,0,0,100,-7,7,8,32,3,44,7,0,0,32,110,2,6,0,67
"Good",93,280,13,121,6,0,0,100,-7,7,8,6,0,50,13,0,0,0,-8,0,1,0,33
"Bad",58,247,2,62,30,0,0,94,1,4,6,32,4,34,9,0,0,62,70,5,2,2,89
"Bad",80,347,8,76,24,0,0,100,-7,7,8,26,2,54,10,0,0,13,54,2,3,1,71
"Good",77,126,8,61,25,0,0,92,42,6,6,25,4,12,7,0,0,9,100,7,2,0,63
"Good",86,349,5,120,33,0,0,97,19,6,6,35,1,34,-8,0,0,7,-8,4,2,0,50
"Bad",75,262,6,93,12,0,0,100,-7,7,8,13,2,62,0,2,2,76,93,3,2,2,100
"Bad",60,146,11,99,16,0,0,81,7,4,6,16,1,13,10,0,0,42,-8,7,1,2,80
"Good",86,160,14,82,15,0,0,100,-7,7,8,15,0,20,0,1,1,31,56,2,2,0,50
"Good",79,390,4,117,28,0,0,97,3,4,6,31,3,23,3,1,1,5,-8,4,1,0,36
"Good",78,84,2,25,11,1,0,92,20,6,5,13,1,15,2,4,4,2,77,1,1,0,20
"Good",75,127,5,30,17,0,0,100,-7,7,8,17,4,24,1,3,3,14,56,4,1,1,86
"Bad",68,116,1,51,20,0,0,100,-7,7,8,21,2,24,0,2,2,50,-8,6,1,2,64
"Bad",84,305,5,86,45,0,0,100,-7,7,8,46,2,35,0,3,3,22,84,4,3,0,47
"Good",77,273,3,98,26,0,0,96,6,4,6,28,1,39,-8,0,0,11,-8,2,1,2,33
"Good",82,195,12,100,38,0,0,100,-7,7,8,40,0,35,-8,0,0,32,-8,5,2,1,54
"Good",84,163,4,56,36,0,0,100,-7,7,8,36,2,17,12,0,0,14,88,3,2,1,46
"Bad",85,241,7,98,22,1,0,96,33,6,5,23,4,39,3,1,1,4,97,1,3,0,45
"Bad",75,184,14,89,12,0,0,100,-7,7,8,17,0,71,10,0,0,58,82,2,3,1,100
"Good",57,183,4,73,24,0,0,79,2,4,6,24,3,29,1,4,4,59,77,6,3,2,82
"Bad",68,60,7,31,11,1,0,92,27,6,5,12,3,42,0,1,1,50,77,5,2,1,88
"Good",89,384,4,111,31,0,0,100,-7,7,8,33,2,30,3,3,3,12,-8,1,1,0,33
"Bad",76,397,2,106,22,0,0,91,11,6,6,23,1,13,9,0,0,17,-8,7,1,0,50
"Good",81,120,13,42,12,0,0,100,-7,7,8,12,0,25,3,2,2,34,36,1,1,0,67
"Good",74,218,9,71,24,0,0,100,-7,7,8,24,2,38,8,0,0,42,88,7,3,0,77
"Good",70,78,4,50,23,0,0,96,11,4,6,24,1,46,3,2,2,48,76,2,5,0,78
"Good",79,231,10,68,22,0,0,100,-7,7,8,22,1,9,10,0,0,25,-8,2,1,1,25
"Bad",78,50,15,32,5,0,0,100,-7,7,8,5,0,60,0,4,2,11,51,1,2,0,75
"Good",79,137,2,61,31,0,0,97,-7,6,7,33,1,36,1,1,1,25,61,4,2,1,40
"Good",78,395,1,99,20,0,0,100,-7,7,8,22,3,14,2,1,1,42,-8,4,1,2,45
"Bad",70,183,3,69,20,1,0,79,0,3,5,24,2,42,3,1,1,16,80,5,3,0,80
"Good",83,187,3,80,29,0,0,100,-7,7,8,30,1,33,12,1,1,13,-8,3,1,2,50
"Good",77,180,11,74,26,0,0,100,-7,7,8,27,1,48,13,0,0,24,71,2,2,1,44
"Good",90,414,8,102,22,0,0,100,-7,7,8,22,1,36,8,0,0,0,93,1,2,0,33
"Good",85,207,8,102,21,0,0,100,-7,7,8,21,1,29,8,0,0,0,-8,2,1,0,67
"Good",88,300,12,110,19,0,0,100,-7,7,8,19,0,42,11,0,0,7,-8,2,1,0,50
"Good",87,348,11,127,26,0,0,100,-7,7,8,26,1,27,0,3,3,14,48,2,3,1,50
"Good",85,349,6,104,35,0,0,100,-7,6,7,38,2,43,0,2,2,4,-8,5,1,1,50
"Good",81,213,4,75,40,0,0,100,-7,7,8,40,2,35,3,2,2,30,97,4,4,0,62
"Good",80,153,2,47,31,0,0,100,-7,7,8,34,5,55,2,2,2,1,70,1,4,0,45
"Good",77,206,2,70,33,0,0,100,-7,7,8,36,6,31,4,1,1,53,65,3,4,1,62
"Good",70,49,8,23,9,0,0,100,-7,7,8,9,3,44,7,0,0,69,83,4,3,1,88
"Good",79,289,4,105,48,0,0,100,-7,6,7,51,1,29,0,2,2,40,79,5,3,1,44
"Good",82,228,17,92,24,0,0,100,-7,7,8,29,0,34,1,2,2,2,42,9,4,0,68
"Good",83,306,2,92,30,0,0,100,-7,7,8,32,3,22,-8,0,0,18,-8,5,1,1,43
"Good",68,170,11,78,49,0,0,100,-7,7,8,54,1,19,12,0,0,1,-8,2,2,0,57
"Good",79,243,15,106,19,0,0,95,12,6,6,19,0,53,3,2,2,22,40,3,5,0,82
"Bad",73,374,8,85,27,0,0,96,16,6,6,27,1,26,0,1,1,38,11,4,3,2,70
"Good",79,257,3,98,18,0,0,100,-7,7,8,20,2,30,3,1,1,43,-8,5,1,2,70
"Good",82,212,4,98,29,0,0,100,-7,7,8,29,1,28,3,1,1,18,84,4,3,1,47
"Good",74,310,4,101,8,1,0,89,14,6,5,9,2,67,13,0,0,23,63,1,4,0,71
"Good",86,290,10,94,25,0,0,100,-7,7,8,27,1,56,7,0,0,4,29,2,4,0,60
"Good",70,207,0,74,22,0,0,100,-7,7,8,23,1,13,0,1,1,62,25,5,3,2,67
"Good",89,200,1,69,15,0,0,100,-7,7,8,18,1,28,0,1,1,3,-8,2,1,0,75
"Good",78,380,9,86,17,0,0,94,-7,5,7,17,1,41,8,0,0,9,80,1,4,0,67
"Good",79,178,13,72,11,0,0,100,-7,7,8,11,0,9,0,1,1,30,31,1,1,1,29
"Good",87,165,5,79,14,0,0,100,-7,7,8,15,4,20,4,1,1,3,-8,1,1,0,33
"Good",87,390,4,117,25,0,0,100,-7,7,8,26,2,42,0,4,4,3,-8,3,1,0,44
"Good",78,233,9,103,42,0,0,100,-7,7,8,42,2,38,-8,0,0,20,85,5,4,0,56
"Good",86,186,0,102,12,0,0,100,-7,7,8,14,1,50,-8,0,0,37,-8,3,1,0,80
"Good",84,307,5,149,29,0,0,100,-7,7,8,46,2,20,6,0,0,3,100,5,2,1,42
"Bad",64,37,8,20,5,0,0,100,-7,7,8,5,2,60,5,0,0,74,84,1,2,1,75
"Bad",80,175,11,73,15,0,0,100,-7,7,8,17,1,53,11,0,0,32,84,3,4,0,88
"Bad",61,271,9,86,26,0,0,89,3,4,6,27,1,56,0,1,1,57,67,6,5,2,92
"Good",83,265,3,90,17,0,0,100,-7,7,8,17,2,18,4,1,1,18,-8,4,2,0,75
"Bad",74,88,4,50,18,0,0,83,11,6,6,19,4,33,3,1,1,3,100,1,2,0,38
"Good",75,135,4,60,12,1,0,93,26,6,5,14,2,43,7,0,0,79,96,3,3,1,100
"Good",84,374,6,126,30,0,0,100,-7,7,8,32,2,31,0,2,2,1,93,1,2,0,36
"Good",66,308,3,97,35,0,0,88,1,4,6,42,5,32,3,2,2,45,46,5,5,1,83
"Bad",70,150,1,57,26,0,0,97,14,6,6,31,5,16,1,1,1,20,-8,7,1,2,56
"Good",78,179,4,69,32,0,0,100,-7,7,8,32,4,44,3,2,2,7,2,2,6,0,63
"Good",68,110,9,41,32,0,0,100,-7,7,8,32,1,25,0,1,1,92,65,3,2,2,71
"Good",74,89,5,44,24,0,0,100,-7,7,8,24,2,33,7,0,0,26,84,5,3,1,62
"Bad",76,317,2,63,20,0,0,91,40,5,6,22,4,9,3,3,3,29,-8,6,1,0,70
"Good",84,232,12,82,43,0,0,100,-7,7,8,46,0,33,11,0,0,18,85,3,3,0,60
"Bad",63,27,2,14,5,0,0,100,-7,7,8,6,3,50,1,2,2,57,78,2,2,1,80
"Bad",66,283,3,95,16,0,0,75,11,4,6,16,2,38,3,4,4,34,-8,3,1,1,57
"Bad",71,106,8,56,30,0,0,93,7,4,6,30,2,30,3,1,1,11,-8,4,1,0,45
"Bad",85,194,4,82,30,0,0,100,-7,7,8,34,1,26,2,2,2,4,-8,3,1,0,42
"Bad",88,279,3,75,28,0,0,100,-7,7,8,29,2,24,2,2,2,6,41,3,3,0,40
"Good",81,306,2,130,32,0,0,100,-7,7,8,34,1,35,1,2,2,8,99,3,2,1,35
"Good",80,404,12,105,35,0,0,100,-7,7,8,36,0,26,0,3,3,32,61,6,2,0,57
"Good",85,186,18,75,23,0,0,100,-7,7,8,25,0,32,2,1,1,1,-8,2,2,1,57
"Good",70,88,3,45,38,0,0,97,8,4,6,38,3,13,3,2,2,15,45,1,1,0,10
"Good",80,219,3,92,18,0,0,100,-7,7,8,20,2,20,5,0,0,41,100,5,2,1,88
"Good",80,126,6,65,12,0,0,100,-7,7,8,17,1,65,7,0,0,30,58,2,5,0,88
"Good",89,222,6,93,16,0,0,100,-7,7,8,16,1,44,7,0,0,6,90,1,2,0,100
"Good",82,186,4,62,23,0,0,100,-7,7,8,23,3,30,3,3,3,24,41,6,2,0,67
"Good",77,258,4,103,26,0,0,100,-7,7,8,27,1,33,8,0,0,31,89,7,3,1,83
"Good",71,291,3,91,16,0,0,88,22,6,6,17,1,47,10,0,0,31,60,4,6,1,83
"Good",89,357,1,125,15,0,0,100,-7,7,8,18,2,39,-8,1,0,6,31,4,2,0,55
"Good",83,187,2,75,30,0,0,100,-7,7,8,32,1,45,2,1,1,5,84,1,5,0,55
"Good",84,433,5,136,21,0,0,100,-7,7,8,24,1,33,-8,0,0,47,87,2,3,0,50
"Good",93,244,13,97,9,0,0,100,-7,7,8,10,0,33,3,1,1,0,99,1,2,0,75
"Good",86,152,4,71,33,0,0,100,-7,7,8,33,2,33,2,5,5,11,-8,1,3,0,50
"Good",68,189,2,54,19,0,0,100,-7,7,8,20,3,20,1,5,5,31,33,8,2,1,77
"Good",82,379,1,142,37,0,0,98,31,6,6,41,4,37,1,3,3,0,-8,4,3,0,50
"Good",90,280,6,92,18,0,0,100,-7,7,8,23,3,35,1,1,1,4,86,2,1,0,38
"Bad",64,222,6,95,16,1,0,82,6,4,5,17,2,47,0,1,1,36,92,5,2,1,70
"Good",64,147,1,56,19,0,0,91,3,4,6,23,3,36,1,3,3,34,-8,3,2,0,63
"Good",83,173,5,56,29,0,0,97,42,6,6,31,6,20,-8,0,0,11,-8,6,1,0,53
"Good",73,136,6,51,15,0,0,100,-7,7,8,16,3,38,1,3,3,31,-8,3,1,1,50
"Bad",84,149,6,72,26,0,0,100,-7,7,8,27,1,44,-8,0,0,0,57,1,3,0,80
"Bad",83,176,13,89,25,1,0,93,34,6,5,30,0,23,3,2,2,0,-8,2,1,0,30
"Good",82,178,9,58,16,0,0,100,-7,7,8,17,1,24,2,2,2,23,87,2,2,1,67
"Good",74,327,1,80,39,0,0,100,-7,7,8,42,7,21,1,3,3,41,68,9,3,2,71
"Good",90,279,5,123,23,0,0,100,-7,7,8,26,1,42,-8,1,0,5,101,2,2,0,67
"Good",88,327,4,87,36,0,0,100,-7,7,8,40,2,25,0,1,1,0,-8,0,1,0,8
"Good",86,186,4,53,17,0,0,100,-7,7,8,17,4,29,0,3,3,4,-8,2,1,0,43
"Good",78,164,10,82,15,0,0,100,-7,7,8,16,1,38,-8,0,0,56,69,3,2,0,83
"Good",82,222,2,84,15,1,0,94,40,6,5,17,1,47,3,1,1,25,-8,1,1,0,67
"Good",72,197,4,64,24,0,0,100,-7,7,8,24,2,33,4,1,1,25,83,8,3,2,65
"Good",71,163,5,64,42,0,0,95,2,4,6,42,3,24,4,3,3,1,-8,4,1,0,31
"Good",63,190,3,71,39,0,0,97,10,4,6,39,6,28,2,1,1,55,83,5,2,2,80
"Bad",63,165,2,73,23,0,0,88,5,4,6,25,5,56,3,1,1,36,28,6,5,1,85
"Bad",69,226,4,95,41,1,0,93,38,6,5,46,2,26,0,1,1,8,59,3,4,1,42
"Good",85,257,4,89,33,0,0,100,-7,7,8,33,1,24,2,1,1,7,-8,2,4,0,50
"Good",83,174,6,78,17,0,0,100,-7,7,8,17,1,29,4,1,1,26,-8,5,1,0,75
"Good",86,137,2,75,24,0,0,100,-7,7,8,25,2,36,0,3,3,7,73,2,2,0,50
"Good",85,306,8,99,24,0,0,100,-7,7,8,24,2,25,7,1,0,0,94,0,2,0,20
"Good",88,190,6,65,20,0,0,100,-7,7,8,21,1,14,5,1,1,0,50,4,2,0,46
"Good",84,178,3,65,30,0,0,100,-7,7,8,36,5,47,6,0,0,12,-8,3,1,0,44
"Good",88,280,5,127,37,0,0,100,-7,7,8,39,2,34,3,2,1,6,94,2,3,0,38
"Good",88,190,2,60,16,0,0,100,-7,7,8,17,3,41,6,0,0,6,76,1,2,0,33
"Bad",65,53,2,28,13,0,0,100,-7,7,8,14,2,21,0,2,2,64,62,5,2,2,58
"Good",74,35,2,14,5,0,0,100,-7,7,8,6,3,50,1,2,2,5,78,1,3,0,67
"Good",76,111,15,63,9,0,0,100,-7,7,8,9,0,56,-8,0,0,92,82,2,2,2,100
"Good",87,308,3,90,27,0,0,97,-7,6,7,30,1,40,-8,0,0,19,62,5,3,0,67
"Good",89,190,17,88,21,0,0,100,-7,7,8,21,0,19,0,1,1,14,-8,3,1,0,50
"Good",84,146,11,49,14,0,0,100,-7,7,8,14,1,21,4,1,1,1,-8,2,1,0,50
"Good",86,159,3,98,28,0,0,100,-7,7,8,28,1,36,0,4,4,28,-8,1,2,0,75
"Good",78,251,7,107,25,0,0,100,-7,7,8,27,2,33,7,0,0,36,92,4,2,2,75
"Good",84,196,3,74,17,0,0,94,36,6,6,17,1,53,1,3,3,0,74,0,3,0,50
"Good",83,262,3,115,19,0,0,100,-7,7,8,20,1,45,2,3,3,31,66,2,3,0,56
"Good",82,374,4,100,26,0,0,100,-7,7,8,27,3,22,3,2,2,28,94,3,4,2,50
"Bad",63,163,6,68,35,1,0,86,0,3,5,37,2,27,2,1,1,18,80,6,2,1,64
"Bad",80,446,20,103,27,0,0,100,-7,7,8,28,0,46,1,2,2,0,10,1,4,1,50
"Bad",88,363,6,106,22,0,0,100,-7,7,8,23,1,36,5,2,2,1,68,5,3,0,62
"Bad",75,336,9,98,22,1,0,91,13,6,5,23,1,39,0,0,0,16,91,2,3,0,83
"Good",68,166,3,37,16,0,0,100,-7,7,8,16,5,25,0,5,5,66,87,6,2,2,67
"Good",71,65,3,31,20,0,0,100,-7,7,8,20,5,20,0,1,1,41,75,4,2,1,50
"Good",70,118,7,45,17,0,0,88,11,4,6,17,4,35,0,0,0,15,-8,1,1,0,29
"Bad",79,130,15,63,12,0,0,92,33,6,6,12,0,42,0,0,0,12,-8,2,1,2,60
"Good",86,101,14,56,12,0,0,100,-7,7,8,12,0,42,0,0,0,0,-8,3,1,0,83
"Good",77,296,6,98,45,0,0,100,-7,7,8,45,1,16,-7,2,2,12,-8,7,1,2,36
"Bad",78,199,7,73,39,0,0,95,22,6,6,40,1,21,-7,1,0,15,19,2,5,1,50
"Bad",61,174,1,61,25,0,0,88,10,4,6,26,3,12,-7,0,0,41,21,6,2,1,57
"Good",88,156,17,140,5,0,0,100,-7,7,8,5,0,20,-7,0,0,20,-8,2,1,0,75
"Good",75,159,7,74,46,0,0,98,-7,5,7,51,6,59,9,0,0,20,88,5,5,0,79
"Bad",55,234,13,83,20,1,0,70,1,3,5,24,0,22,4,3,3,46,24,8,3,2,72
"Good",73,266,9,132,21,0,0,96,27,6,6,25,4,26,0,3,3,20,-8,2,2,0,45
"Good",88,302,9,105,22,0,0,100,-7,7,8,22,2,23,-8,0,0,2,15,5,2,0,64
"Good",81,246,12,86,21,0,0,100,-7,7,8,22,0,55,-8,0,0,0,89,0,6,0,43
"Bad",70,83,7,48,7,1,0,88,40,6,5,8,1,13,2,1,1,38,-8,3,1,0,67
"Good",83,165,7,92,33,0,0,100,-7,7,8,50,1,68,0,1,1,16,85,3,6,0,69
"Bad",77,158,6,67,16,0,0,94,3,4,6,17,2,12,0,2,2,10,91,1,2,0,50
"Good",69,220,7,93,30,0,0,97,2,4,6,30,1,30,1,1,1,14,73,6,2,1,69
"Good",84,128,7,81,13,0,0,100,-7,7,8,14,1,7,0,3,3,0,93,1,1,0,33
"Good",77,145,2,36,7,0,0,100,-7,7,8,8,4,25,3,3,3,42,-8,1,2,0,60
"Good",88,192,2,90,17,0,0,100,-7,7,8,18,1,33,1,2,2,9,66,2,2,0,44
"Good",78,310,3,72,40,0,0,100,-7,7,8,41,5,27,10,0,0,46,68,4,4,2,67
"Bad",71,225,8,131,16,0,0,75,22,6,6,16,1,19,1,1,1,24,-8,8,1,0,90
"Good",69,198,3,88,29,0,0,97,43,6,6,32,2,37,1,4,4,61,93,5,3,2,62
"Bad",70,182,8,103,24,0,0,92,27,6,6,48,1,79,0,2,2,68,-8,3,2,2,83
"Good",80,222,3,96,28,0,0,93,21,6,6,29,2,41,0,0,0,14,45,2,4,0,46
"Good",86,238,5,82,13,0,0,93,26,6,6,14,1,21,0,0,0,9,-8,3,1,0,44
"Good",79,196,3,50,13,0,0,100,-7,7,8,13,3,46,0,0,0,48,-8,2,1,2,60
"Bad",71,404,4,130,26,1,0,81,3,4,5,27,1,15,0,0,0,19,49,5,2,1,44
"Good",82,336,4,106,23,0,0,100,-7,7,8,23,1,22,0,2,2,2,56,2,2,0,31
"Good",80,208,2,94,17,0,0,100,-7,7,8,19,2,37,0,1,1,49,32,4,2,1,100
"Good",76,98,11,50,15,0,0,100,-7,7,8,15,2,27,0,0,0,42,60,2,2,1,63
"Good",85,245,4,120,20,0,0,100,-7,7,8,21,1,24,0,1,1,14,-8,2,1,1,30
"Good",84,162,11,75,16,0,0,100,-7,7,8,16,1,31,0,0,0,8,87,3,2,0,75
"Bad",63,363,8,85,15,0,0,93,-8,6,6,15,1,67,0,0,0,91,74,1,4,1,83
"Bad",65,102,10,40,20,0,0,100,-7,7,8,20,1,20,0,1,1,46,65,6,3,2,82
"Bad",63,140,13,76,22,0,0,95,22,6,6,22,0,23,0,3,3,91,-8,2,1,2,60
"Good",84,233,4,72,23,0,0,100,-7,7,8,23,1,35,0,0,0,16,40,3,3,0,67
"Good",81,198,3,92,20,0,0,100,-7,7,8,20,1,30,0,2,2,34,76,2,4,0,60
"Bad",72,132,8,66,21,0,0,95,17,6,6,22,1,27,0,0,0,39,83,7,3,0,83
"Bad",86,296,7,112,20,0,0,100,-7,7,8,22,1,41,0,0,0,17,96,2,1,0,33
"Good",80,192,7,72,22,0,0,100,-7,6,8,23,2,39,0,1,1,13,96,2,3,1,63
"Bad",60,34,6,19,11,0,0,100,-7,7,8,11,2,45,0,4,2,49,95,4,2,1,75
"Good",84,268,10,93,15,0,0,100,-7,7,8,15,1,33,0,1,1,1,50,2,2,0,71
"Bad",73,139,16,61,14,0,0,100,-7,7,8,14,0,14,0,3,3,59,66,6,1,2,78
"Good",80,201,5,94,17,0,0,100,-7,7,8,17,1,24,0,0,0,36,9,4,2,1,43
"Bad",66,150,2,52,22,0,0,92,4,4,6,26,3,15,0,2,2,7,37,4,2,0,40
"Good",69,114,13,57,28,0,0,90,6,4,6,29,0,55,0,0,0,85,58,2,4,1,100
"Bad",60,28,6,19,9,0,0,100,-7,7,8,10,3,20,0,2,2,58,-8,3,1,1,100
"Good",89,218,16,95,25,0,0,100,-7,5,8,26,0,38,0,0,0,3,-8,3,1,0,57
"Good",83,154,4,57,13,0,0,93,-8,6,6,14,1,43,0,0,0,4,80,1,4,1,45
"Bad",77,141,3,77,29,0,0,100,-7,7,8,31,3,42,0,0,0,33,85,4,2,2,55
"Bad",66,122,5,72,17,0,0,94,4,4,6,17,2,24,0,1,1,48,89,3,3,1,50
"Good",84,273,6,119,19,0,0,95,25,6,6,19,1,16,0,2,2,3,-8,2,1,0,30
"Bad",67,62,8,32,10,0,0,100,-7,7,8,10,2,40,0,2,2,89,49,5,3,2,100
"Bad",85,152,15,84,17,0,0,88,42,6,6,17,0,12,0,1,1,4,-8,1,1,0,15
"Bad",61,79,2,39,29,0,0,84,10,4,6,32,4,47,0,4,4,24,102,7,4,1,85
"Good",82,193,1,75,36,0,0,100,-7,7,8,37,3,38,0,5,5,7,-8,2,2,0,33
"Bad",84,247,3,91,26,0,0,100,-7,7,8,26,2,27,0,2,2,44,-8,5,1,2,33
"Bad",57,68,4,37,15,0,0,81,31,6,6,16,3,50,0,1,1,98,85,4,4,1,80
"Bad",65,377,3,113,34,0,0,97,18,6,6,34,2,44,0,1,1,45,68,8,4,2,71
"Bad",56,30,20,26,3,0,0,75,10,4,6,4,0,50,0,0,0,97,77,2,1,1,100
"Bad",75,207,4,46,17,0,0,100,-7,7,8,17,4,24,0,4,3,62,66,6,2,0,67
"Good",81,232,9,81,20,0,0,100,-7,7,8,21,1,10,0,0,0,13,-8,6,1,1,50
"Bad",70,112,1,45,15,0,0,94,21,6,6,16,2,38,0,1,1,39,82,5,3,1,73
"Bad",56,137,4,65,38,1,0,80,2,4,5,41,2,27,0,1,1,64,48,7,2,2,69
"Good",72,298,5,96,28,0,0,93,22,6,6,28,4,25,0,0,0,16,36,5,4,0,50
"Good",77,242,15,97,23,0,0,100,-7,7,8,23,0,4,0,0,0,44,-8,5,1,2,50
"Bad",72,256,4,48,21,0,0,95,31,6,6,22,2,32,0,1,1,34,89,3,2,1,50
"Bad",72,56,4,25,14,0,0,100,-7,7,8,14,4,14,0,1,0,20,-8,6,1,1,64
"Bad",76,172,5,91,21,0,0,91,34,6,6,22,1,23,0,2,2,12,57,2,1,1,25
"Bad",79,350,4,97,28,0,0,100,-7,7,8,28,1,39,0,0,0,29,90,1,3,1,27
"Bad",66,46,6,26,10,0,0,100,-7,7,8,10,1,70,0,3,3,94,59,2,3,1,83
"Bad",63,110,4,38,4,0,0,80,15,6,6,5,2,60,0,3,3,63,87,1,2,0,100
"Bad",68,39,7,24,7,0,0,100,-7,7,8,7,2,29,0,1,0,85,-8,2,1,2,75
"Good",75,187,6,70,32,0,0,100,-7,7,8,32,5,28,0,0,0,20,81,6,3,1,47
"Good",82,306,5,67,18,0,0,100,-7,7,8,19,2,32,0,1,1,0,58,2,4,0,46
"Bad",59,172,5,54,16,0,0,82,0,4,6,17,3,47,0,0,0,64,13,3,3,2,55
"Good",82,193,14,74,13,0,0,100,-7,7,8,13,0,38,0,0,0,21,60,3,2,2,63
"Good",83,227,13,95,18,0,0,100,-7,7,8,19,0,37,0,0,0,26,33,2,2,0,50
"Bad",64,204,14,118,17,0,0,78,1,4,6,18,0,56,0,0,0,48,51,6,1,0,88
"Good",81,370,6,78,25,0,0,96,24,6,6,26,1,42,0,1,1,0,67,1,3,0,40
"Bad",65,60,3,30,14,0,0,93,9,4,6,14,5,71,0,0,0,65,85,2,3,0,71
"Bad",66,173,15,87,21,0,0,95,16,6,6,22,0,14,0,5,5,66,-8,2,1,2,33
"Bad",78,193,23,100,24,1,0,81,13,6,5,26,0,19,0,2,1,0,-8,3,1,0,42
"Bad",89,243,17,94,15,0,0,100,-7,7,8,15,0,27,0,1,1,8,94,1,1,0,25
"Good",81,297,7,84,23,0,0,100,-7,7,8,23,2,9,0,1,1,23,8,4,1,0,28
"Bad",70,117,12,56,11,0,0,100,-7,7,8,11,0,27,0,1,1,99,6,4,1,2,100
"Good",81,253,2,80,28,0,0,100,-7,7,8,29,4,34,0,4,4,4,-8,3,5,0,50
"Bad",73,60,6,40,18,0,0,100,-7,7,8,20,1,10,0,2,0,17,-8,3,1,1,33
"Bad",82,86,3,40,9,0,0,100,-7,7,8,10,2,30,0,1,1,16,82,2,2,0,50
"Bad",76,109,3,58,45,0,0,96,30,6,6,46,3,15,0,1,1,6,-8,8,1,1,33
"Bad",72,113,18,55,25,0,0,96,-7,5,7,25,0,48,0,2,2,52,27,4,4,1,73
"Good",73,112,8,50,22,0,0,100,-7,7,8,25,1,29,0,0,0,39,-8,7,2,1,64
"Bad",79,281,22,150,6,0,0,100,-7,7,8,6,0,33,0,0,0,81,-8,1,1,1,50
"Bad",81,101,20,41,12,0,0,100,-7,7,8,12,0,42,0,2,2,6,-8,1,4,0,83
"Good",89,243,7,116,6,0,0,100,-7,7,8,6,2,17,0,0,0,17,-8,3,1,0,100
"Good",73,385,11,87,20,0,0,95,4,4,6,20,1,15,0,0,0,28,-8,4,1,0,36
"Good",81,203,2,87,18,0,0,100,-7,7,8,19,2,5,0,2,2,16,-8,2,1,0,33
"Good",65,100,9,40,15,0,0,93,9,4,6,15,3,47,0,0,0,50,65,3,2,0,71
"Bad",84,150,11,68,23,0,0,100,-7,7,8,25,1,24,0,0,0,1,-8,1,1,1,17
"Bad",65,99,5,46,24,0,0,100,-7,7,8,24,2,33,0,2,1,51,67,7,2,2,64
"Good",78,179,1,81,24,0,0,100,-7,7,8,26,5,15,0,3,3,12,94,5,2,0,44
"Bad",69,172,1,63,13,1,0,87,41,6,5,15,3,40,0,0,0,80,-8,3,1,2,50
"Good",74,132,2,72,15,0,0,100,-7,7,8,16,1,19,0,2,2,58,62,5,2,1,80
"Bad",78,56,2,32,8,0,0,100,-7,7,8,9,3,22,0,1,1,23,19,4,2,0,86
"Good",82,368,6,106,23,0,0,100,-7,7,8,23,2,22,0,1,1,8,-8,3,1,1,36
"Bad",86,438,4,81,12,0,0,92,-8,6,6,12,1,42,0,0,0,5,-8,3,1,0,57
"Bad",66,77,5,25,8,0,0,100,-7,7,8,8,5,13,0,1,1,93,72,5,1,1,100
"Bad",79,41,1,15,6,0,0,100,-7,7,8,8,2,25,0,2,2,1,64,1,2,0,38
"Bad",75,198,4,69,30,0,0,100,-7,7,8,30,3,13,0,0,0,46,97,4,2,2,67
"Bad",79,209,5,77,28,0,0,100,-7,7,8,28,3,29,0,0,0,43,-8,4,2,2,55
"Good",65,29,9,18,10,0,0,100,-7,7,8,10,3,40,0,5,5,38,68,5,3,0,89
"Bad",74,145,3,50,15,0,0,100,-7,7,8,15,2,33,0,1,1,46,-8,4,1,1,86
